NMI_target,run_name,status,CNF,mean_accuracy,max_accuracy,mean_NMI,interclustering_NMI_D_R,DivClust_NMI,DivClust_ACC,DivClust_ARI,runtime_minutes,runtime_hhmmss
0.5,CC_FMNIST_C10CFG_K20_E100_DT_0_5,complete,0.883,47.25,60.42,0.484,0.49322438580426103,0.47258669060329866,47.39,0.31865708874375426,206.13333333333333,03:26:08
0.6,CC_FMNIST_C10CFG_K20_E100_DT_0_6,complete,0.901,54.18,65.53,0.543,0.5986966618506039,0.5321050395058852,52.29142857142857,0.3838049714848946,204.83333333333334,03:24:50
0.7,CC_FMNIST_C10CFG_K20_E100_DT_0_7,complete,0.904,61.53,67.33,0.597,0.7125753674813357,0.6340546789467951,64.39,0.5352459245645579,206.25,03:26:15
0.8,CC_FMNIST_C10CFG_K20_E100_DT_0_8,complete,0.908,64.91,68.67,0.63,0.8076041675033486,0.6360966612485618,65.16857142857143,0.5409809089381932,204.21666666666667,03:24:13
0.9,CC_FMNIST_C10CFG_K20_E100_DT_0_9,complete,0.879,63.99,65.7,0.617,0.8787678685225991,0.618497372075737,63.81,0.5191666141856722,205.93333333333334,03:25:56
0.95,CC_FMNIST_C10CFG_K20_E100_DT_0_95,complete,0.889,64.38,65.27,0.627,0.9369724866473487,0.6263624851768559,64.19,0.5315605086199064,192.6,03:12:36
1.0,CC_FMNIST_C10CFG_K20_E100_DT_1_0,complete,0.913,64.28,64.35,0.634,0.9801761773260725,0.6342851931338345,64.29285714285714,0.5356199248306223,185.73333333333332,03:05:44
